row_id,language,part,unit,unit_title,source_markdown,line,figure_number,caption,image_alt_in_markdown,image_file,image_exists,image_dimensions,image_format,alt_text,long_description,decorative,review_status,reviewer,notes,zh_reference_caption,zh_reference_alt_text
ALT-0122,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,128,40-1,Figure 40-1: Schema-to-JSON mapping. Key fields and table structure become visible JSON nodes; constraints remain verifiable relationships attached to numeric fields,Figure 40-1: Schema-to-JSON mapping,docs/images/part12/ch38_01_schema_decomposition_en.png,yes,2816x1536,png,Schema-to-JSON mapping. Key fields and table structure become visible JSON nodes; constraints remain verifiable relationships attached to numeric fields.,"Review against the figure and surrounding text in Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 40-1：Schema 到层级 JSON 的结构示意 —— 键字段与表结构构成可见的 JSON 节点；约束规则不是节点，而是贴附在金额、总额等数值字段上的可验证关系,图40-1：Schema 到 JSON 的结构化映射
ALT-0123,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,209,40-2,Figure 40-2: StructBill-CN construction pipeline. Samples that fail logic validation return to annotation rather than entering the training set,Figure 40-2: StructBill-CN construction pipeline,docs/images/part12/ch38_02_dataset_construction_pipeline_en.png,yes,2816x1536,png,StructBill-CN construction pipeline. Samples that fail logic validation return to annotation rather than entering the training set.,"Review against the figure and surrounding text in Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 40-2：StructBill-CN 数据构建流水线 —— 关键设计是第 ⑥ 步与质检门禁：未通过逻辑一致性校验的样本会回流到标注阶段重做，而不是直接进入训练集,图40-2：StructBill-CN 数据集构建流水线
ALT-0124,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,227,40-3,Figure 40-3: Logic-consistency validation. The same gate is reused during construction to block inconsistent labels and during evaluation/training to score model output,Figure 40-3: Logic-consistency validation,docs/images/part12/ch38_03_structural_consistency_validation_en.png,yes,2816x1536,png,Logic-consistency validation. The same gate is reused during construction to block inconsistent labels and during evaluation/training to score model output.,,no,Draft,,,"Figure 40-3：逻辑一致性校验流程 —— 同一套门禁逻辑在两处复用：构建期用于拦截不自洽的标注，评测/训练期用于给模型输出打一致性分（即 §40.6 的 SCL-Reward 中的结构门禁 $I{gate}$ 与逻辑奖励 $R{logic}$）。这种""构建即评测""的复用，是保证训练目标与评测口径一致的关键工程手段",图40-3：结构一致性校验门禁
ALT-0125,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,505,38-4,"From a data engineering perspective, the sample schema of STB includes at least the following fields and validation rules",Figure 40-4: Three synchronized supervision signals in a table sample,docs/images/part12/ch38_04_supervision_schema.png,yes,1653x952,png,"From a data engineering perspective, the sample schema of STB includes at least the following fields and validation rules.","Review against the figure and surrounding text in Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,从数据工程角度看，STB 的样本 schema 至少包含以下字段和检查规则,图40-4：表格样本三类监督信号结构图
ALT-0126,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,526,40-5,Figure 40-5: Four-stage SparseTable-Bench construction pipeline,Figure 40-5: Four-stage SparseTable-Bench construction pipeline,docs/images/part12/ch38_05_stb_pipeline.png,yes,1672x941,png,Four-stage SparseTable-Bench construction pipeline.,"Review against the figure and surrounding text in Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图40-5：SparseTable-Bench 四阶段构建流水线图,图40-5：SparseTable-Bench 四阶段构建流水线图
ALT-0127,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch40,"Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints",docs/en/part12/ch40_visual_document_table_data_engineering.md,580,38-6,"The occlusion strategy of STB-Mask-Stress is column-aware. The workflow can be summarized as follows. 1. Parse the original table structure to obtain the row-column index, header/body membership, and bounding box of each cell. 2. Randomly select a subset of columns as occlusion candidates",Figure 40-6: STB-Mask-Stress occlusion generation and evaluation workflow,docs/images/part12/ch38_06_mask_stress_flow.png,yes,1672x941,png,"The occlusion strategy of STB-Mask-Stress is column-aware. The workflow can be summarized as follows. 1. Parse the original table structure to obtain the row-column index, header/body membership, and bounding box of each cell. 2. Randomly select a subset of columns as occlusion candidates.","Review against the figure and surrounding text in Chapter 40: Visual Document and Table Data Engineering: Structured Extraction, Sparse Tables, and Schema Constraints; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,STB-Mask-Stress 的遮挡策略是列感知的。流程可以概括如下。 1. 解析原始表格结构，得到每个单元格的行列索引、表头/正文归属和 bbox。 2. 随机选择若干列作为遮挡候选,图40-6：STB-Mask-Stress 遮挡生成与评测流程图
ALT-0128,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,66,41-1,"Figure 41-1. Distribution of domain coverage in the Multi-Chart Infographic Reasoning Dataset, spanning 28 fine-grained domains",Figure 41-1: Domain distribution in the multi-chart infographic reasoning dataset,docs/images/part12/ch39_01_domain_distribution_en.png,yes,6102x4601,png,". Distribution of domain coverage in the Multi-Chart Infographic Reasoning Dataset, spanning 28 fine-grained domains.","Review against the figure and surrounding text in Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 41-1：多图表信息图推理数据集领域覆盖分布。该数据集具体包含28个细分领域,图41-1：多图表信息图推理数据集领域覆盖分布
ALT-0129,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,76,41-2,"Figure 41-2. Distribution of sub-chart types in the Multi-Chart Infographic Reasoning Dataset, covering 23 distinct chart categories",Figure 41-2: Chart type distribution,docs/images/part12/ch39_02_chart_type_distribution_en.png,yes,5940x4602,png,". Distribution of sub-chart types in the Multi-Chart Infographic Reasoning Dataset, covering 23 distinct chart categories.","Review against the figure and surrounding text in Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 41-2：多图表信息图推理数据集子图表类型分布。该数据集具体包含23个子图表类型,图41-2：多图表信息图推理数据集子图表类型分布
ALT-0130,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,86,41-3,"Figure 41-3. Distribution of sub-question types in the Multi-Chart Infographic Reasoning Dataset, comprising 13 question categories",Figure 41-3: Question type distribution,docs/images/part12/ch39_03_question_type_distribution_en.png,yes,5583x4690,png,". Distribution of sub-question types in the Multi-Chart Infographic Reasoning Dataset, comprising 13 question categories.","Review against the figure and surrounding text in Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 41-3：多图表信息图推理数据集子问题类型分布。该数据集具体包含13个子问题类型,图41-3：多图表信息图推理数据集子问题类型分布
ALT-0131,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,104,41-4,Figure 41-4. Example of a multi-chart infographic sample from the dataset (Shark Attacks),Figure 41-4: Shark-attack compound infographic example,docs/images/part12/ch39_04_shark_attack_infographic.jpg,yes,800x4073,jpg,. Example of a multi-chart infographic sample from the dataset (Shark Attacks).,,no,Draft,,,Figure 41-4：多图表信息图样本（鲨鱼袭击）,图41-4：多图表信息图样本（鲨鱼袭击）
ALT-0132,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,150,41-5,Figure 41-5. Overview of the four-stage data construction pipeline for the Multi-Chart Infographic Reasoning Dataset,Figure 41-5: Multi-chart infographic dataset construction pipeline,docs/images/part12/ch39_05_multichart_dataset_pipeline_en.png,yes,2158x1648,png,. Overview of the four-stage data construction pipeline for the Multi-Chart Infographic Reasoning Dataset.,"Review against the figure and surrounding text in Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,Figure 41-5：多图标信息图推理数据集四阶段构建流水线图,图41-5：多图标信息图推理数据集四阶段构建流水线图
ALT-0133,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,442,41-6,"Figure 41-6: Conceptual construction flow for MedImage-ToolVQA. The key point is not script order, but how the evidence chain and behavior chain are preserved across stages",Figure 41-6: MedImage-ToolVQA conceptual construction flow,docs/images/part12/ch41_02_medimage_tool_vqa_pipeline_en.svg,yes,2200x1050,svg,"Conceptual construction flow for MedImage-ToolVQA. The key point is not script order, but how the evidence chain and behavior chain are preserved across stages.",,no,Draft,,,图41-6：MedImage-ToolVQA 数据构建概念流程。流程的重点不是脚本顺序，而是证据链和行为链如何在各阶段被保留下来,图41-6：MedImage-ToolVQA 数据构建概念流程
ALT-0134,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,484,41-7,Figure 41-7: Multi-turn structure of a tool-call trajectory. Tool observations return as new image inputs; the model must continue reasoning from the observation image rather than merely produce a formally correct call,Figure 41-7: Multi-turn structure of tool-call trajectories,docs/images/part12/ch41_03_tool_trajectory_structure_en.svg,yes,1900x1120,svg,Multi-turn structure of a tool-call trajectory. Tool observations return as new image inputs; the model must continue reasoning from the observation image rather than merely produce a formally correct call.,,no,Draft,,,图41-7：工具调用多轮轨迹结构。工具观察以新的图像输入形式返回，模型必须基于观察图继续推理，而非仅生成一个形式正确的调用,图41-7：工具调用多轮轨迹结构
ALT-0135,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,561,41-8,Figure 41-8: Bbox is a structured field and should be recoverable as reviewable visual evidence,Figure 41-8: Real image and bbox evidence in the SFT schema,docs/images/part12/ch41_05_sft_schema_real_bbox_example_en.svg,yes,2100x980,svg,Bbox is a structured field and should be recoverable as reviewable visual evidence.,,no,Draft,,,图41-8：SFT schema 中的真实图像与 bbox 证据。bbox 是训练记录中的结构化字段，同时也应能被还原为可复查的可视化证据,图41-8：SFT schema 中的真实图像与 bbox 证据
ALT-0136,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch41,"Chapter 41: Visual Reasoning Data Engineering: Chart Evidence, Medical Images, and Tool-Call Trajectories",docs/en/part12/ch41_visual_reasoning_tool_data_engineering.md,696,41-9,"Figure 41-9: Quality-control and human-review gates. Medical image tool-use data needs to check answer, evidence, and behavior together; automated validation and human review should complement each other",Figure 41-9: Quality-control and human-review gates,docs/images/part12/ch41_04_quality_review_gate_en.svg,yes,2000x1120,svg,"Quality-control and human-review gates. Medical image tool-use data needs to check answer, evidence, and behavior together; automated validation and human review should complement each other.",,no,Draft,,,图41-9：质量控制与人工复核门禁。医学图像工具调用数据需要同时检查答案、证据和行为，自动校验与人工复核应形成互补,图41-9：质量控制与人工复核门禁
ALT-0137,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch42,"Chapter 42: Speech and Audio Data Engineering: Interaction Control, Style Labels, and Safety Boundaries",docs/en/part12/ch42_speech_audio_interaction_data_engineering.md,68,42-1,"Figure 42-1: Dual-channel schema for semantic response and style control. The semantic channel answers ""what to say,"" the style channel answers ""with which voice and emotion to say it,"" and the acoustic supervision channel binds both to audio files, speech tokens, and sampling configuration",Figure 42-1: Dual-channel schema for semantic response and style control,docs/images/part12/ch42_fig02_dual_channel_schema.svg,yes,1280x560,svg,"Dual-channel schema for semantic response and style control. The semantic channel answers ""what to say,"" the style channel answers ""with which voice and emotion to say it,"" and the acoustic supervision channel binds both to audio files, speech tokens, and sampling configuration.","Review against the figure and surrounding text in Chapter 42: Speech and Audio Data Engineering: Interaction Control, Style Labels, and Safety Boundaries; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图42-1：语义响应与风格控制双通道 schema。语义通道回答“说什么”，风格通道回答“用什么声音和情绪说”，声学监督通道把二者绑定到音频文件、speech token 和采样配置,图42-1：语义响应与风格控制双通道 schema
ALT-0138,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch42,"Chapter 42: Speech and Audio Data Engineering: Interaction Control, Style Labels, and Safety Boundaries",docs/en/part12/ch42_speech_audio_interaction_data_engineering.md,269,42-2,"Figure 42-2: VoiceStyleControl data construction pipeline. Text conversation or style content is first assigned speaker and emotion conditions, then audio is generated or collected through the authorized reference voice pool, and finally the samples are tokenized, quality-checked, balanced, and packaged",Figure 42-2: VoiceStyleControl data construction pipeline,docs/images/part12/ch42_fig01_data_pipeline.svg,yes,1320x380,svg,"VoiceStyleControl data construction pipeline. Text conversation or style content is first assigned speaker and emotion conditions, then audio is generated or collected through the authorized reference voice pool, and finally the samples are tokenized, quality-checked, balanced, and packaged.","Review against the figure and surrounding text in Chapter 42: Speech and Audio Data Engineering: Interaction Control, Style Labels, and Safety Boundaries; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图42-2：VoiceStyleControl 数据构建流水线。文本对话或风格内容先被赋予 speaker 与 emotion 条件，再通过授权参考语音池生成或采集音频，最后经过 token 化、质检、配平和封装,图42-2：VoiceStyleControl 数据构建流水线
ALT-0139,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch42,"Chapter 42: Speech and Audio Data Engineering: Interaction Control, Style Labels, and Safety Boundaries",docs/en/part12/ch42_speech_audio_interaction_data_engineering.md,363,42-3,"Figure 42-3: Quality assessment and data flywheel closed loop. Automated validation, reverse ASR, style assessment, and manual sampling together form a defective-sample queue that feeds back into re-synthesis, re-annotation, downweighting, or removal",Figure 42-3: Quality assessment and data flywheel closed loop,docs/images/part12/ch42_fig03_quality_loop.svg,yes,1120x430,svg,"Quality assessment and data flywheel closed loop. Automated validation, reverse ASR, style assessment, and manual sampling together form a defective-sample queue that feeds back into re-synthesis, re-annotation, downweighting, or removal.",,no,Draft,,,图42-3：质量评估与数据飞轮闭环。自动校验、反向 ASR、风格评估和人工抽检共同形成问题样本队列，再回流到重合成、重标注、降权或剔除,图42-3：质量评估与数据飞轮闭环
ALT-0140,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch43,"Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks",docs/en/part12/ch43_reasoning_trace_compression_data_engineering.md,31,43-1,"Figure 43-1: Latent-Switch-69K distills reasoning traces from Dolci-Think-SFT-32B into solution intuitions, compressed CoT, latent budgets, student sequences, and mask-aligned SFT records",Figure 43-1: Latent-Switch-69K Construction Pipeline,docs/images/part12/ch43_latent_switch_pipeline.svg,yes,1502.114x436.48425,svg,"Latent-Switch-69K distills reasoning traces from Dolci-Think-SFT-32B into solution intuitions, compressed CoT, latent budgets, student sequences, and mask-aligned SFT records.",,no,Draft,,,图43-1：Latent-Switch-69K 将 Dolci-Think-SFT-32B 的推理轨迹蒸馏为 solution intuition、压缩 CoT、latent budget、student sequence 和 mask 对齐后的 SFT 记录,图43-1：Latent-Switch-69K 构建流水线图
ALT-0141,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch43,"Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks",docs/en/part12/ch43_reasoning_trace_compression_data_engineering.md,56,43-2,"Figure 43-2: The final training set contains 69,745 samples; mathematics, code, and precise instruction-following data account for a large share",Figure 43-2: Latent-Switch-69K Data Sources and Domain Composition,docs/images/part12/ch40_05_dataset_composition.png,yes,2304x1052,png,"The final training set contains 69,745 samples; mathematics, code, and precise instruction-following data account for a large share.",,no,Draft,,,"图43-2：最终训练集包含 69,745 条样本，来源中数学、代码和精确指令类数据占比较高",图43-2：Latent-Switch-69K 数据来源与领域组成
ALT-0142,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch43,"Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks",docs/en/part12/ch43_reasoning_trace_compression_data_engineering.md,181,43-3,"Figure 43-3: The extensive visible reasoning in the source trace is split into two types of signal: solution intuition is used to estimate the latent budget, and the compressed CoT is used for explicit verification and answer supervision","Figure 43-3: Comparison of Original CoT, Compressed CoT, and Latent Placeholders",docs/images/part12/ch43_cot_latent_comparison.svg,yes,1342.4434x565.25885,svg,"The extensive visible reasoning in the source trace is split into two types of signal: solution intuition is used to estimate the latent budget, and the compressed CoT is used for explicit verification and answer supervision.",,no,Draft,,,图43-3：source trace 中的大量可见推理被拆成两类信号：solution intuition 用于估计 latent budget，压缩 CoT 用于显式验证和答案监督,图43-3：原始 CoT、压缩 CoT 与 latent placeholder 对比
ALT-0143,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch43,"Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks",docs/en/part12/ch43_reasoning_trace_compression_data_engineering.md,194,43-4,"Figure 43-4: This figure shows the distributions of source CoT length, distilled CoT length, intuition length, ground truth length, and compression ratio",Figure 43-4: Distributions of Original and Distilled Reasoning Length and Compression Ratio,docs/images/part12/ch40_07_token_compression_distribution.png,yes,2304x422,png,"This figure shows the distributions of source CoT length, distilled CoT length, intuition length, ground truth length, and compression ratio.","Review against the figure and surrounding text in Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,图43-4：本图展示了 source CoT length、distilled CoT length、insight length、ground truth length 和 compression ratio 的分布,图43-4：原始与蒸馏后推理长度及压缩率统计
ALT-0144,en,Part 12: Specialized Datasets and Multimodal Data Engineering Practice,Ch43,"Chapter 43: Reasoning Trace Data Engineering: Long-Chain Compression, Implicit Computation, and Supervision Masks",docs/en/part12/ch43_reasoning_trace_compression_data_engineering.md,341,43-5,"Figure 43-5: Prompt and latent interior tokens are masked from ordinary CE; latent boundaries, explicit CoT, answers, and end tokens are controlled by different weights and masks",Figure 43-5: Supervision Mask Schematic,docs/images/part12/ch43_supervision_mask.svg,yes,1473.5x791.87109,svg,"Prompt and latent interior tokens are masked from ordinary CE; latent boundaries, explicit CoT, answers, and end tokens are controlled by different weights and masks.",,no,Draft,,,图43-5：prompt 与 latent interior 被普通 CE mask 掉；latent 边界、显式 CoT、答案和结束 token 由不同权重和 mask 控制,图43-5：Supervision mask 示意图
ALT-0145,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch44,Chapter 44: LLM Pre-training Data Engineering in Practice,docs/en/part13/ch44_pretrain_recipes.md,39,44-1,"<div align=""center""<bFigure 44-1: Data Recipe Funnel</b</div",Figure 44-1: Data Recipe Funnel,docs/images/part13/ch44_01_data_recipe_funnel_en.png,yes,2970x2371,png,"<div align=""center""<bFigure 44-1: Data Recipe Funnel</b</div.",,no,Draft,,,"<div align=""center""<b图44-1：数据配方漏斗 (Data Recipe Funnel)</b</div",图44-1：数据配方漏斗 (Data Recipe Funnel)
ALT-0146,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch44,Chapter 44: LLM Pre-training Data Engineering in Practice,docs/en/part13/ch44_pretrain_recipes.md,51,44-2,"<div align=""center""<bFigure 44-2: Data Transparency Spectrum for Large Language Models</b</div",Figure 44-2: Data Transparency Spectrum for Large Language Models,docs/images/part13/ch44_02_data_transparency_spectrum_en.png,yes,3570x1470,png,"<div align=""center""<bFigure 44-2: Data Transparency Spectrum for Large Language Models</b</div.",,no,Draft,,,"<div align=""center""<b图44-2：大模型数据透明度光谱 (Data Transparency Spectrum)</b</div",图44-2：大模型数据透明度光谱 (Data Transparency Spectrum)
ALT-0147,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch44,Chapter 44: LLM Pre-training Data Engineering in Practice,docs/en/part13/ch44_pretrain_recipes.md,56,44-3,"<div align=""center""<bFigure 44-3: Hierarchical Map of Pretraining Data Sources (redrawn from the foundational figure in Chapter 4)</b</div",Figure 44-3: Hierarchical Map of Pretraining Data Sources,docs/images/part13/ch44_03_pretrain_data_source_map.png,yes,1024x1024,png,"<div align=""center""<bFigure 44-3: Hierarchical Map of Pretraining Data Sources (redrawn from the foundational figure in Chapter 4)</b</div.",,no,Draft,,,"<div align=""center""<b图44-3：预训练数据源分层地图（改绘自第4章基础图）</b</div",图44-3：预训练数据源分层地图
ALT-0148,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch44,Chapter 44: LLM Pre-training Data Engineering in Practice,docs/en/part13/ch44_pretrain_recipes.md,87,44-4,"<div align=""center""<bFigure 44-4: Estimated Data Mixture Ratios — Pie Chart Comparison Across Three Models</b</div",Figure 44-4: Estimated Data Mixture Ratios — Pie Chart Comparison Across Three Models,docs/images/part13/ch44_04_models_pie_chart_en.png,yes,4770x1864,png,"<div align=""center""<bFigure 44-4: Estimated Data Mixture Ratios — Pie Chart Comparison Across Three Models</b</div.","Review against the figure and surrounding text in Chapter 44: LLM Pre-training Data Engineering in Practice; expand if Springer requests a longer description for the visual relationships, axes, or sequence.",no,Draft,,,"<div align=""center""<b图44-4：三模型数据组成饼图对比 (Estimated Data Mixture Ratios)</b</div",图44-4：三模型数据组成饼图对比 (Estimated Data Mixture Ratios)
ALT-0149,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch44,Chapter 44: LLM Pre-training Data Engineering in Practice,docs/en/part13/ch44_pretrain_recipes.md,253,44-5,"<div align=""center""<bFigure 44-5: Llama-3 Annealing Phase Data Composition Timeline (Curriculum Learning Schedule)</b</div",Figure 44-5: Llama-3 Annealing Phase Data Composition Timeline (Curriculum Learning Schedule),docs/images/part13/ch44_05_llama3_annealing_schedule_en.png,yes,2960x1772,png,"<div align=""center""<bFigure 44-5: Llama-3 Annealing Phase Data Composition Timeline (Curriculum Learning Schedule)</b</div.",,no,Draft,,,"<div align=""center""<b图44-5：Llama-3 退火期数据组成时间轴 (Curriculum Learning Schedule)</b</div",图44-5：Llama-3 退火期数据组成时间轴 (Curriculum Learning Schedule)
ALT-0150,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch45,Chapter 45: LLM Post-training Data Engineering: SFT and Preference Alignment,docs/en/part13/ch45_posttrain_recipes.md,62,45-1,"Figure 45-1: Data flow relationships among SFT, Preference Alignment, and Online Continuous Optimization",Figure 45-1: Schematic of the LLM Three-Stage Post-Training Pipeline,docs/images/part13/ch45_01_posttrain_three_stage_pipeline.png,yes,1456x871,png,"Data flow relationships among SFT, Preference Alignment, and Online Continuous Optimization.",,no,Draft,,,图45-1：SFT、偏好对齐与在线持续优化之间的数据流动关系,图45-1：LLM 后训练三阶段流水线示意图
ALT-0151,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch45,Chapter 45: LLM Post-training Data Engineering: SFT and Preference Alignment,docs/en/part13/ch45_posttrain_recipes.md,140,45-2,"Figure 45-2: Data entry points, generation methods, and quality control checkpoints for the three SFT synthesis approaches","Figure 45-2: Pipeline Comparison of the Three SFT Synthesis Schools: Self-Instruct, Evol-Instruct, and Magpie",docs/images/part13/ch45_02_sft_synthesis_pipelines.png,yes,1732x837,png,"Data entry points, generation methods, and quality control checkpoints for the three SFT synthesis approaches.",,no,Draft,,,图45-2：三类 SFT 合成路线的数据入口、生成方式与质检位置,图45-2：Self-Instruct、Evol-Instruct 与 Magpie 三流派 pipeline 对比
ALT-0152,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch45,Chapter 45: LLM Post-training Data Engineering: SFT and Preference Alignment,docs/en/part13/ch45_posttrain_recipes.md,233,45-3,Figure 45-3: Data flow and stage relationships in Tülu-3 from SFT-Mix and DPO mix to RLVR,Figure 45-3: Tülu-3 Three-Stage Data Flow and Scale Schematic,docs/images/part13/ch45_03_tulu3_posttrain_flow.png,yes,1870x872,png,Data flow and stage relationships in Tülu-3 from SFT-Mix and DPO mix to RLVR.,,no,Draft,,,图45-3：Tülu-3 从 SFT-Mix、DPO mix 到 RLVR 的数据流与阶段关系,图45-3：Tülu-3 三阶段数据流与规模示意
ALT-0153,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch46,Chapter 46: Reasoning Models and RL Data Engineering: R1 / QwQ Paradigm,docs/en/part13/ch46_rl_reasoning_data.md,71,46-1,"Figure 46-1: The data feedback relationships among cold-start SFT, large-scale RL, rejection sampling, and second-round SFT",Figure 46-1: The four stages of the R1-style reasoning data flywheel,docs/images/part13/ch46_01_r1_reasoning_flywheel.png,yes,1397x906,png,"The data feedback relationships among cold-start SFT, large-scale RL, rejection sampling, and second-round SFT.",,no,Draft,,,图46-1：冷启动 SFT、大规模 RL、拒绝采样与二轮 SFT 之间的数据回流关系,图46-1：R1 风格推理数据飞轮四阶段
ALT-0154,en,Part 13: Open-source LLM Data Engineering Recipes and Paradigms,Ch46,Chapter 46: Reasoning Models and RL Data Engineering: R1 / QwQ Paradigm,docs/en/part13/ch46_rl_reasoning_data.md,176,46-2,"Figure 46-2: The relationship among rule-based rewards, model-based rewards, and human audits",Figure 46-2: Reward signal and verifier architecture for reasoning data,docs/images/part13/ch46_02_reward_verifier_architecture.png,yes,1836x847,png,"The relationship among rule-based rewards, model-based rewards, and human audits.",,no,Draft,,,图46-2：rule-based reward、model-based reward 与人工审计之间的关系,图46-2：推理数据奖励信号与验证器结构
